Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR17288104,2021-12-25 18:45:12,2021-12-21 10:35:49,31367035,3096123441,0,98,966,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17288/SRR17288104/SRR17288104.lite.1,SRX13465499,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP351861,PRJNA791232,,791232,SRS11362867,SAMN24271234,simple,243233,Methylococcus capsulatus str. Bath,GSM5745243,,,,,,,no,,,,,GEO,SRA1346807,,public,71577A8A2696072DF050B897600CBCCA,52E5BDA65B312A55BEF4B742D37927A1
SRR21200805,2022-08-25 16:19:40,2022-08-25 16:15:54,14804712,2990551824,14804712,202,851,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21200/SRR21200805/SRR21200805.lite.1,SRX17211806,20ZX-3HB_M2,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP393957,PRJNA873255,,873255,SRS14776817,SAMN30493424,simple,1091494,Methylotuvimicrobium alcaliphilum 20Z,M. alcaliphilum 20ZX_3HB production,,,,,,,no,,,,,KYUNG HEE UNIVERSITY,SRA1483357,,public,D2B4AFA723225E1B9E6211F4AB075CAD,25B321E0949FC5D48C7E13C85602AFD8
SRR21197487,2022-08-25 11:19:34,2022-08-25 10:10:38,13496265,2726245530,13496265,202,768,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21197/SRR21197487/SRR21197487.lite.1,SRX17208524,20ZX-ABH-M1,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP393957,PRJNA873255,,873255,SRS14776817,SAMN30493424,simple,1091494,Methylotuvimicrobium alcaliphilum 20Z,M. alcaliphilum 20ZX_3HB production,,,,,,,no,,,,,KYUNG HEE UNIVERSITY,SRA1483258,,public,735DE03A3260F9874AE140B6FF8910AB,F5A1E1FA59D9ECB1DA4D3641C35EE370
SRR17591910,2022-01-12 22:40:40,2022-01-12 22:16:24,41317872,4107920398,0,99,1241,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17591/SRR17591910/SRR17591910.lite.1,SRX13760759,NMS_42_1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,C29E1DDEE31AFE52E8FDC868A4E0197D,5A2971AD839B6BEAD38DE972E931E4ED
SRR17591911,2022-01-12 21:50:23,2022-01-12 21:08:06,37662760,3749235141,0,99,1109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17591/SRR17591911/SRR17591911.lite.1,SRX13760758,NMS_37_3,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,718BFF20F9295152244426CE03803AEC,8FFDC7C4185862FD5C05EFAA5BCCA30F
SRR17591912,2022-01-12 21:50:23,2022-01-12 21:16:30,40111712,3993996373,0,99,1190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17591/SRR17591912/SRR17591912.lite.1,SRX13760757,NMS_37_2,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,90D5F2DA82006FE8D24F4F34793182BA,AA14C55B8C80BF6A369DB995A5B4BC49
SRR17591913,2022-01-12 22:40:40,2022-01-12 21:33:08,44520859,4426093887,0,99,1330,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17591/SRR17591913/SRR17591913.lite.1,SRX13760756,NMS_37_1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,075FBF0C400B307FD67B902EACF4F25D,48DC63408F8713CAF4B9BE96638F5496
SRR17591914,2022-01-12 21:50:23,2022-01-12 21:17:58,37960446,3773358524,0,99,1135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17591/SRR17591914/SRR17591914.lite.1,SRX13760755,AMS_42_3,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,DD65B0A0827A25F4AA89399B8CD8BA53,6FA2884A8660DE29E0BE4B27DDEB8AE6
SRR17591915,2022-01-12 21:50:23,2022-01-12 21:11:07,41472498,4124462829,0,99,1233,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17591/SRR17591915/SRR17591915.lite.1,SRX13760754,AMS_42_2,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,74FF82DF114BA0C197D9B548A766FAED,120F02A8EFC769E94EE306DF1F1D8816
SRR17591916,2022-01-12 21:50:23,2022-01-12 21:11:30,40209650,3998090831,0,99,1234,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17591/SRR17591916/SRR17591916.lite.1,SRX13760753,AMS_42_1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,7B9A916C514E8AD23A338756D85C855A,5383625B051C94530687C0B658634D1D
SRR17591917,2022-01-12 21:50:23,2022-01-12 21:15:42,42642147,4242766207,0,99,1336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17591/SRR17591917/SRR17591917.lite.1,SRX13760752,AMS_37_3,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,551375827627F47981CF7EE5E75C4D04,AC816B13856B41EBDE0F0E31004D2659
SRR17591918,2022-01-12 22:40:40,2022-01-12 21:29:31,38600759,3835810842,0,99,1184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17591/SRR17591918/SRR17591918.lite.1,SRX13760751,NMS_42_3,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,22DB833104CBA57C6ACD4983DBD8F8EF,BCD0C33312E8F79900081353450EEE68
SRR17591919,2022-01-12 21:50:23,2022-01-12 21:07:33,37760898,3752264141,0,99,1182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17591/SRR17591919/SRR17591919.lite.1,SRX13760750,NMS_42_2,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,7618367808A328DAD20501C1C3114D53,772EF2C5682FAB7875214F010148A016
SRR17591920,2022-01-12 21:50:23,2022-01-12 21:13:15,41697202,4148631757,0,99,1274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17591/SRR17591920/SRR17591920.lite.1,SRX13760749,AMS_37_2,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,F4F86B825B3D9E1B01E5384327DF7112,DEB476F052AA5F2982E5C436AD61A047
SRR17591921,2022-01-12 21:50:22,2022-01-12 21:16:21,52867310,5261483964,0,99,1575,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17591/SRR17591921/SRR17591921.lite.1,SRX13760748,AMS_37_1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP354744,PRJNA796612,,796612,SRS11637953,SAMN24903338,simple,243233,Methylococcus capsulatus str. Bath,MC bath,,,,,,,no,,,,,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,SRA1355987,,public,37347D90A696229FF06FCE342CEAA956,F2EC91C32BD110170D919A2B5002E960
SRR14373969,2021-05-01 09:20:54,2021-05-01 09:11:58,26460084,7938025200,26460084,300,2434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14373/SRR14373969/SRR14373969.lite.1,SRX10726276,Copper containing,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP318081,PRJNA720552,,720552,SRS8615041,SAMN18560183,simple,95641,Methylomicrobium buryatense,Methylomicrobium buryatense 5GB1C,,,,,,,no,,,,,NANJING AGRICULTURAL UNIVERSITY,SRA1226310,,public,083352CE762465B49B4CE0274DB45D6A,FE7F2829657EB80E0B68D7D0C8B9FDB2
SRR14374061,2021-05-01 09:59:47,2021-05-01 09:52:47,26822098,8046629400,26822098,300,2451,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14374/SRR14374061/SRR14374061.lite.1,SRX10726368,Copper free,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP318081,PRJNA720552,,720552,SRS8615041,SAMN18560183,simple,95641,Methylomicrobium buryatense,Methylomicrobium buryatense 5GB1C,,,,,,,no,,,,,NANJING AGRICULTURAL UNIVERSITY,SRA1226315,,public,F423F6F74DA21BDAEA35402E399D4E68,6E4B26B813C2F538E5ACD6E6770698B4
SRR16268802,2021-10-13 02:32:14,2021-10-09 11:48:46,74554752,15060059904,74554752,202,6619,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16268/SRR16268802/SRR16268802.lite.1,SRX12548111,CP014360.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP340645,PRJNA769841,,769841,SRS3037585,SAMN04496853,simple,1727196,Methylomonas sp. DH-1,Methylomonas sp. DH-1,,,,,,,no,,,,,KOREA INSTITUTE OF ENERGY RESEARCH,SRA1308393,,public,1458059C2A464D08BF927C13E9D02026,BE413E83A821A0E2CDF9E4F896693BAD
DRR255675,2021-04-02 15:31:49,2021-04-18 21:43:57,68506114,10275917100,0,150,6236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/255/DRR255675/DRR255675.lite.1,DRX245393,S8-2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,400,0,COMPLETE_GENOMICS,Complete Genomics,DRP007111,PRJDB10788,,719501,DRS177847,SAMD00258417,simple,1432792,Methylocaldum marinum,SAMD00258417,,,,,,,no,,,,,AIST,DRA011110,,public,AEAC76298D322E7A711931CBEA866300,369E2CC1B4F5012EA4D7F462C43C7CC0
DRR255674,2021-04-02 15:31:49,2021-04-17 21:43:55,61993502,9299025300,0,150,5657,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/255/DRR255674/DRR255674.lite.1,DRX245392,S8-1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,400,0,COMPLETE_GENOMICS,Complete Genomics,DRP007111,PRJDB10788,,719501,DRS177848,SAMD00258418,simple,1432792,Methylocaldum marinum,SAMD00258418,,,,,,,no,,,,,AIST,DRA011110,,public,64FCFD32BB121AF1EF56E7CB6306EF35,7B0D31E447306313BD884C6B3AD92EC1
SRR13587087,2021-03-15 00:02:31,2021-01-29 23:36:31,14226213,2845242600,14226213,200,1238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13587/SRR13587087/SRR13587087.lite.1,SRX9981754,S_01,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153066,SAMN17704388,simple,686340,Methylomicrobium album BG8,01_NMS_CH4_1x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,F73F28DF34A945548E48B91B0976CA73,E1C795D66F872B576FFBC846D0C30460
SRR13587086,2021-03-15 00:02:31,2021-01-29 23:38:50,16316460,3263292000,16316460,200,1429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587086/SRR13587086.lite.1,SRX9981755,S_02,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153069,SAMN17704389,simple,686340,Methylomicrobium album BG8,02_NMS_CH4_1x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,9497C68A56917C725724E0DDB27990B5,B899E6E76609B810B08A90738886200B
SRR13587085,2021-03-15 00:02:31,2021-01-29 23:37:25,17886093,3577218600,17886093,200,1578,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587085/SRR13587085.lite.1,SRX9981756,S_11,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153067,SAMN17704398,simple,686340,Methylomicrobium album BG8,11_AMS_CH3OH_1x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,8A82D42205163FF79AE19D7D16ECDE12,758559C9EA05994CBE171D1C5CB51116
SRR13587084,2021-03-15 00:02:31,2021-01-29 23:37:28,12008312,2401662400,12008312,200,1029,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587084/SRR13587084.lite.1,SRX9981757,S_12,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153068,SAMN17704399,simple,686340,Methylomicrobium album BG8,12_AMS_CH3OH_1x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,D4B016C57429746BFB57E9906E030EFA,6021472EADEC7E9C0BAE9F64C7CE2AF1
SRR13587083,2021-03-15 00:02:31,2021-01-29 23:36:55,13043365,2608673000,13043365,200,1117,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13587/SRR13587083/SRR13587083.lite.1,SRX9981758,S_13,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153070,SAMN17704400,simple,686340,Methylomicrobium album BG8,13_NMS_CH4_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,03E507B39CCFD0D6C2507CA079723B2F,B76205D34C497ED1CA9C826AB4383390
SRR13587082,2021-03-15 00:02:31,2021-01-29 23:37:35,14616579,2923315800,14616579,200,1259,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587082/SRR13587082.lite.1,SRX9981759,S_14,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153071,SAMN17704401,simple,686340,Methylomicrobium album BG8,14_NMS_CH4_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,0A05169BAD5D5DF87250E51449F4D7D9,67E2ECCCAA6A61377BB2A2367CC63D2E
SRR13587081,2021-03-15 00:02:31,2021-01-29 23:37:24,14311097,2862219400,14311097,200,1222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587081/SRR13587081.lite.1,SRX9981760,S_15,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153073,SAMN17704402,simple,686340,Methylomicrobium album BG8,15_NMS_CH4_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,69036DD3B1F3BBB10BA47195E7B53631,E06DFC444D6CB1F5F3DC8ACDBB5BAB3F
SRR13587080,2021-03-15 00:02:31,2021-01-29 23:37:58,14073424,2814684800,14073424,200,1214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587080/SRR13587080.lite.1,SRX9981761,S_16,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153072,SAMN17704403,simple,686340,Methylomicrobium album BG8,16_AMS_CH4_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,C92945494D8BFA037B078498C5F05A81,597B75E6AC1DA33F01A3E64D6433CF46
SRR13587079,2021-03-15 00:02:31,2021-01-29 23:36:38,11832327,2366465400,11832327,200,1017,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13587/SRR13587079/SRR13587079.lite.1,SRX9981762,S_17,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153074,SAMN17704404,simple,686340,Methylomicrobium album BG8,17_AMS_CH4_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,12D917F5E669BAAD91F02BA13FE52D17,6374AE11AB08A017FB3A708FDF8444B2
SRR13587078,2021-03-15 00:02:31,2021-01-29 23:39:03,14522205,2904441000,14522205,200,1224,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13587/SRR13587078/SRR13587078.lite.1,SRX9981763,S_18,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153075,SAMN17704405,simple,686340,Methylomicrobium album BG8,18_AMS_CH4_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,C8F36D0215D6B4AC672EDF30DDC1D5BB,67231D4B38D3129AB4543F47E6B0A9A5
SRR13587077,2021-03-15 00:02:31,2021-01-29 23:37:43,13616237,2723247400,13616237,200,1181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587077/SRR13587077.lite.1,SRX9981764,S_19,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153076,SAMN17704406,simple,686340,Methylomicrobium album BG8,19_NMS_CH3OH_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,3C0F9C462633F68EE289771693E57245,F56C3556A11A816BC4CBB17100C46897
SRR13587076,2021-03-15 00:02:31,2021-01-29 23:53:26,17684755,3536951000,17684755,200,1513,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13587/SRR13587076/SRR13587076.lite.1,SRX9981765,S_20,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303910,PRJNA698057,,698057,SRS8153077,SAMN17704407,simple,686340,Methylomicrobium album BG8,20_NMS_CH3OH_0x,,,,,,,no,,,,,UNIVERSITY OF ALBERTA,SRA1189600,,public,F58BBDA9038F174D617748F5243807C5,544104150621B875180F0ED7BF53F501
SRR13125785,2021-05-25 18:22:32,2020-11-24 12:00:29,16680291,600490476,0,36,383,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125785/SRR13125785.lite.1,SRX9567742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7771264,SAMN16882168,simple,95641,Methylotuvimicrobium buryatense,GSM4932962,,,,,,,no,,,,,GEO,SRA1163251,,public,0C19B2058F78E76F1E4DBFD5A4D42142,A61CD06C2CB3DCA04F68C85E863712D2
SRR13125786,2021-05-25 18:22:32,2020-11-24 11:59:43,10196546,367075656,0,36,226,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125786/SRR13125786.lite.1,SRX9567743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7769142,SAMN16882167,simple,95641,Methylotuvimicrobium buryatense,GSM4932963,,,,,,,no,,,,,GEO,SRA1163251,,public,8EB43FDA9A9201F3DB1A00E6C199C4B8,5FD4CFD2CABCC3F7BA50D10E9298395E
SRR13125787,2021-05-25 18:22:32,2020-11-24 11:59:29,8031231,289124316,0,36,183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125787/SRR13125787.lite.1,SRX9567744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7758739,SAMN16882166,simple,95641,Methylotuvimicrobium buryatense,GSM4932964,,,,,,,no,,,,,GEO,SRA1163251,,public,D5E0C87DBC838750834820AC2E5BC16F,E11FCB72C6C0593EF27F6F00FDCA66F0
SRR13125788,2021-05-25 18:22:32,2020-11-24 12:00:21,15325054,551701944,0,36,372,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125788/SRR13125788.lite.1,SRX9567745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7767756,SAMN16882165,simple,95641,Methylotuvimicrobium buryatense,GSM4932965,,,,,,,no,,,,,GEO,SRA1163251,,public,C405D570F8F45D95ADCE49945F6FD48D,DF5DF882D3F80004E29B1101E31710AD
SRR13125789,2021-05-25 18:22:32,2020-11-24 11:58:58,3118588,112269168,0,36,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125789/SRR13125789.lite.1,SRX9567746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7767550,SAMN16882164,simple,95641,Methylotuvimicrobium buryatense,GSM4932966,,,,,,,no,,,,,GEO,SRA1163251,,public,58697D532A4D3764F52DF953620FA381,0F86581C617A59DDB0C2635C3D417C93
SRR13125790,2021-05-25 18:22:32,2020-11-24 11:58:55,2659263,95733468,0,36,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125790/SRR13125790.lite.1,SRX9567747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7772954,SAMN16882163,simple,95641,Methylotuvimicrobium buryatense,GSM4932967,,,,,,,no,,,,,GEO,SRA1163251,,public,29B11C0D720B08EA46AFA41052CA2392,54C98254CA5375217EB3F43E986748DB
SRR13125791,2021-05-25 18:22:32,2020-11-24 11:59:24,9255468,333196848,0,36,204,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125791/SRR13125791.lite.1,SRX9567748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7760072,SAMN16882194,simple,95641,Methylotuvimicrobium buryatense,GSM4932968,,,,,,,no,,,,,GEO,SRA1163251,,public,91EE7610715109A4C1021C29B2A8AF53,811EEF308B52D2E34733F79181F3278E
SRR13125792,2021-05-25 18:22:32,2020-11-24 11:58:55,2872217,103399812,0,36,73,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13125/SRR13125792/SRR13125792.lite.1,SRX9567749,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP293740,PRJNA680545,3,680545,SRS7772743,SAMN16882193,simple,95641,Methylotuvimicrobium buryatense,GSM4932969,,,,,,,no,,,,,GEO,SRA1163251,,public,910AF0445B9D07EC04A8340939DAD839,64A733305C3F82DFE78B108E510F4D2B
